,Truth,ASR_Predict,asr_acc,asr_wer,right_word
85,請問現在才三月份,請木線的才三月本,0.5,0.5,"['請', '才三月', '']"
86,對我是提醒善意提醒,國子整寫生意提醒,0.333333333333333,0.666666666666667,"['意提醒', '']"
87,我們在業務上是不受影響的,請在業務上是不受理下,0.583333333333333,0.416666666666667,"['在業務上是不受', '']"
88,跟委員解釋就是說,跟只是好就是,0.375,0.625,"['跟', '就是', '']"
89,四億大概三千,四日大概善錢,0.5,0.5,"['四', '大概', '']"
90,你從哪裡來支應,你春哪裡來之力,0.571428571428571,0.428571428571429,"['你', '哪裡來', '']"
91,如果移來做這個,所有依來做這個,0.571428571428571,0.428571428571429,"['來做這個', '']"
92,一定有榮民凋零了,第人們調比的,0,1,['']
93,政府部門出來的,這不動麼出來的,0.428571428571429,0.571428571428571,"['出來的', '']"
94,我想我們都是從,所小我們都是存,0.571428571428571,0.428571428571429,"['我們都是', '']"
95,我們再編預算,北上討,0,1,['']
96,那這樣暫行條例的部分因為這是國防部業管啦那我們也跟國防部密切合作,設對戰行條例的動風女之廣不比管能到沒跟管不密記樓,0.21875,0.78125,"['行條例的', '管', '跟', '密', '']"
97,暫行條例在今年三十十二月三十一號要截止,在行條例在經別三所月三級好要執起,0.421052631578947,0.578947368421053,"['行條例在', '三', '月三', '要', '']"
98,因為不能把預期每年凋零的榮民,因為不能把預其軌年九林的農民,0.642857142857143,0.357142857142857,"['因為不能把預', '年', '的', '民', '']"
99,其他現役軍人的募兵制條例裡,石他是與軍準的目冰警條例,0.384615384615385,0.615384615384615,"['他', '軍', '的', '條例', '']"
100,所回饋的這一筆錢來當作,者隨貴的這一筆錢來當作,0.727272727272727,0.272727272727273,"['的這一筆錢來當作', '']"
101,就是一個招募募兵制的誘因,正是一個災務木根置的用,0.333333333333333,0.666666666666667,"['是一個', '的', '']"
102,請問退輔會對這一件事情的態度怎麼樣,除退不會對制治世覺的態度怎樣,0.470588235294118,0.529411764705882,"['退', '會對', '的態度怎', '樣', '']"
103,希望募兵制的自願役的軍人來,吃了務必子的誌願與的軍人來,0.461538461538462,0.538461538461538,"['的', '願', '的軍人來', '']"
104,那現在十二月三十一號就要到了,所是的所月三時後就到,0.285714285714286,0.714285714285714,"['月三', '就', '到', '']"
105,以緩濟急的一個預算額度,以緩制題的一個預算額,0.727272727272727,0.272727272727273,"['以緩', '的一個預算額', '']"
106,是跟委委員報告謝謝委員,是更貴文報告細球人喔,0.272727272727273,0.727272727272727,"['是', '報告', '']"
107,就不確定那我們的部分,不去給我們的度分考,0.5,0.6,"['不', '我們的', '分', '']"
108,家屬的水電優惠,交屬的水電優會,0.714285714285714,0.285714285714286,"['屬的水電優', '']"
109,這個當初列在,這個幫租內在,0.5,0.5,"['這個', '在', '']"
110,這個是不正確的一個做法,這個是正確的一句好話,0.636363636363636,0.363636363636364,"['這個是', '正確的一', '']"
111,國防部希望能夠能夠延長,還不希望過明夠嚴廠,0.272727272727273,0.727272727272727,"['希望', '夠', '']"
112,他希望延長那是不是能夠順利,像原找本是不是能不順利,0.461538461538462,0.538461538461538,"['是不是能', '順利', '']"
113,但是該爭取的預算,反次改爭取的預算,0.625,0.375,"['爭取的預算', '']"
114,最後一點時間我想請教,事不的此建我想請教,0.4,0.6,"['我想請教', '']"
115,條例截止之前能夠完成,小例之子之前能對完,0.5,0.5,"['例', '之前能', '完', '']"
116,優待的措施我們要,日蛋的措事怎麼樣,0.25,0.75,"['的措', '']"
117,正在審查中,正在審查證,0.8,0.2,"['正在審查', '']"
118,都已經完成修法,已經完成修法,0.857142857142857,0.142857142857143,"['已經完成修法', '']"
119,輔導條例部分跟剛剛跟委員報告,所長該工的當重報,0.071428571428572,0.928571428571429,"['報', '']"
120,是不是請輔導會,是不是只輔導會,0.857142857142857,0.142857142857143,"['是不是', '輔導會', '']"
121,這個暫行條例裡面,這個載尋求例裡面,0.625,0.375,"['這個', '例裡面', '']"
122,條例要停止了,條例了停止了,0.833333333333333,0.166666666666667,"['條例', '停止了', '']"
123,還是會照顧你,還社會債顧,0.5,0.5,"['還', '會', '顧', '']"
124,修改輔導條例,是改復導條,0.5,0.5,"['改', '導條', '']"
125,那我兩邊都進行,上們兩個個進行,0.428571428571429,0.571428571428571,"['兩', '進行', '']"
126,還沒有修法,還沒有修法,1,0,"['還沒有修法', '']"
127,那這一部份,是這不喔,0.2,0.8,"['這', '']"
128,一百零五年來到一百零八年我們的年收租金從十六點八萬增加到,百零五年來的一百領把牛們的名生租金層十六表八本增加到,0.607142857142857,0.392857142857143,"['百零五年來', '一百', '們的', '租金', '十六', '八', '增加到', '']"
129,然後產權十分破碎等等這些都能夠理解,然程學十分破歲等等最都的夠理解,0.588235294117647,0.411764705882353,"['然', '十分破', '等等', '都', '夠理解', '']"
130,這個我是我無法理解是不是可以請說明一下下,這個所無法律解釋可以請說明下象,0.55,0.45,"['這個', '無法', '解', '可以請說明', '下', '']"
131,但是我不太能夠瞭解的是為什麼在,是站能夠標解的時為什麼在,0.6,0.4,"['是', '能夠', '解的', '為什麼在', '']"
132,榮民他們的這些可能是沒有繼承人,農敏他本的這些可能是沒有繼承人,0.8,0.2,"['他', '的這些可能是沒有繼承人', '']"
133,這個部份我現在直接口頭我覺得也不公平,這個部分特新在直接口頭就得有公平,0.611111111111111,0.388888888888889,"['這個部', '在直接口頭', '得', '公平', '']"
134,年收租金當作唯一的指標,免收租金黨做唯一的指標,0.727272727272727,0.272727272727273,"['收租金', '唯一的指標', '']"
135,還有建物的出租數也大幅度的在增加,還有見部的出度數也打幅度的參加,0.625,0.375,"['還有', '的出', '數也', '幅度的', '加', '']"
136,我們預期要達到多少比例,們對其要達到多少比例,0.727272727272727,0.272727272727273,"['們', '要達到多少比例', '']"
137,五百三十萬總共是三十一倍,百在十萬走公是賽之一備,0.416666666666667,0.583333333333333,"['百', '十萬', '是', '一', '']"
138,我們的租金或者是活化的個案,好然五的租金否的國法格案,0.384615384615385,0.769230769230769,"['的租金', '的', '案', '']"
139,真的不簡單也給予肯定,這不簡單也非肯定號,0.6,0.5,"['不簡單也', '肯定', '']"
140,這個租賃的情況是真的是不大好,個出入的情況斯這麼是不到,0.428571428571429,0.571428571428571,"['個', '的情況', '是不', '']"
141,而是它實質的活化的目標,還是到實值得合法的目標,0.454545454545455,0.545454545454545,"['是', '實', '的目標', '']"
142,也沒有什麼作為不大積極,你個可某作為不到激器,0.272727272727273,0.727272727272727,"['作為不', '']"
143,這中間當然很多我們研訂的都是,這中爭大都無一這個都是,0.285714285714286,0.714285714285714,"['這中', '都是', '']"
144,好謝謝輔導會的努力謝謝,世覺不導貝的努力借謝,0.454545454545455,0.545454545454545,"['導', '的努力', '謝', '']"
145,但是我在這邊要特別要求,但是我的隊調特別要求,0.636363636363636,0.363636363636364,"['但是我', '特別要求', '']"
146,我們的收入居然都是零阿,們的收入這都是了,0.545454545454545,0.454545454545455,"['們的收入', '都是', '']"
147,面積可能很小,面積可能前小,0.833333333333333,0.166666666666667,"['面積可能', '小', '']"
148,一百零四年之前,百零四年之前,0.857142857142857,0.142857142857143,"['百零四年之前', '']"
149,那我們從這個土地,廈本籌這的土地,0.375,0.625,"['這', '土地', '']"
150,第一個跟委員報告一下我還是,一者更龍包小果日,0.076923076923077,0.923076923076923,"['一', '']"
151,那所捐助的不動產,的組之作的不動產,0.5,0.5,"['的不動產', '']"
152,那我能夠理解就是說,我的更敵只的說,0.222222222222222,0.777777777777778,"['我', '說', '']"
153,那從三案增加到,所總賽在增加到,0.428571428571429,0.571428571428571,"['增加到', '']"
154,是否以書面回應好嗎,是得以書面回應好嗎,0.888888888888889,0.111111111111111,"['是', '以書面回應好嗎', '']"
155,我們已經報行政院在審查中,送機報喜就會在市場,0.166666666666667,0.833333333333333,"['報', '在', '']"
156,一百零四年之前阿,百市別之前了,0.375,0.625,"['百', '之前', '']"
157,到如何這個部分,到如何這個部分,1,0,"['到如何這個部分', '']"
158,第一個首先要拍賣嗎,第個首心的拍賣,0.555555555555556,0.444444444444444,"['第', '個首', '拍賣', '']"
159,過去怎麼了,取怎麼了,0.6,0.4,"['怎麼了', '']"
160,產權也破碎它的使用強度或者是它的商業價值可能沒有這麼高,產就有博髓他的使用強度過的是他的商業價值可能沒有這麼高,0.703703703703704,0.296296296296296,"['產', '的使用強度', '是', '的商業價值可能沒有這麼高', '']"
161,我不會以這個年收租金因為我理解有些地方可能比較偏遠,不會以這個點手租金為我第解又些地方可能照片點,0.6,0.4,"['不會以這個', '租金', '為我', '解', '些地方可能', '']"
162,以及時事然是武漢肺炎或是新冠肺炎持續,以及實施的水完費獲型本費也持續,0.222222222222222,0.777777777777778,"['以及', '持續', '']"
163,我可能委託專業者來協助我們阿給他一些傭金,可能委專略者來其訴我們給寫教點,0.45,0.55,"['可能委', '專', '者來', '我們', '給', '']"
164,那我們現在全台有十六間的榮民之家,不就全在就共有十六覺得革明之家,0.375,0.625,"['全', '有十六', '之家', '']"
165,提醒董事長一件事情就是我們的這些,提醒董事整一就事情了就是我們的這些,0.875,0.1875,"['提醒董事', '一', '事情', '就是我們的這些', '']"
166,是我們剛剛我們的處長對委員的說明簡單的說,是古家我們的系長頓順覺帶不說,0.3,0.7,"['是', '我們的', '長', '說', '']"
167,針對這些慢性病的患者是他,針隊之前慢性閉的患九時的,0.416666666666667,0.583333333333333,"['針', '慢性', '的患', '']"
168,那我們可以看到有一個慣性就是針對,那個可以可的到也個關心就是針對,0.5625,0.5,"['那', '可以', '到', '個', '就是針對', '']"
169,的最主要最危險的一個群眾,的自主要最回險的一個群眾況,0.833333333333333,0.25,"['的', '主要最', '險的一個群眾', '']"
170,我我們多少時間可可可以做出來,文的時者的開這出來,0.214285714285714,0.785714285714286,"['時', '出來', '']"
171,第一我們賣的越來越難賣了,文會的業夜頭賣,0.166666666666667,0.833333333333333,"['的', '賣', '']"
172,華盛頓州的金恩郡,所審頓週的今溫去,0.25,0.75,"['頓', '的', '']"
173,也有六死了六位死亡,也度死個號六位死亡,0.666666666666667,0.444444444444444,"['也', '死', '六位死亡', '']"
174,可以出租我們都努力了所以未來大概,可以吃就目努力的是未來台,0.375,0.625,"['可以', '努力', '未來', '']"
175,以及合作廠商之間,以及著合作場效之接喔,0.625,0.625,"['以及', '合作', '之', '']"
176,我們下的結論可能剛剛羅志委員有講,我曬覺很剛的最我月長,0.125,0.875,"['我', '剛', '']"
177,就是中間我們的所謂的利益,種建我們的作的利益,0.5,0.5,"['我們的', '的利益', '']"
178,榮家三種人一種榮民,總家山董性不相米,0.111111111111111,0.888888888888889,"['家', '']"
179,那可不可以跟我們說明一下,可被根文十比攝,0.083333333333333,0.916666666666667,"['可', '']"
180,這兩天最大的新聞,這兩天最大的新聞,1,0,"['這兩天最大的新聞', '']"
181,現在我們到底,現在我們到底,1,0,"['現在我們到底', '']"
182,第二租金的部分,自制的動,0.142857142857143,0.857142857142857,"['的', '']"
183,我們做了些甚麼好不好,們做了選手吧,0.3,0.7,"['們做了', '']"
184,每天早上晚上,每天砸上館家,0.5,0.5,"['每天', '上', '']"
185,可以保持住,老資主,0,1,['']
186,實際的作為,奇界的作為,0.6,0.4,"['的作為', '']"
187,榮民伯伯,好裝易給備,0,1.25,['']
188,然後有多少人,有多少人,0.666666666666667,0.333333333333333,"['有多少人', '']"
189,這個可能還是要,這個可能下,0.571428571428571,0.428571428571429,"['這個可能', '']"
190,各量一次體溫,這兩是提問,0,1,['']
191,一個禮拜內,禮待命,0.2,0.8,"['禮', '']"
192,不準進來的不管是訪客還是員工還是住民,總進來的新廣這反可品還是還是嚴還是正,0.388888888888889,0.722222222222222,"['進來的', '還是', '還是', '']"
193,然後呢有問題那邊都有醫生跟護士,隱達後了零屏問在比動以及審個故事,0.133333333333333,1,"['後', '問', '']"
194,報完那就是說如果他有高燒,來就蘋果她有到燒,0.333333333333333,0.666666666666667,"['就', '果', '有', '燒', '']"
195,這個境外的這個那是,這個的親外的導致人那是,0.666666666666667,0.555555555555556,"['這個', '外的', '那是', '']"
196,進出跟所有的外人一樣,炒致新口更受的萬樣,0.2,0.9,"['的', '樣', '']"
197,都一定要要要要一定要量體溫,土一定表照表預料表情,0.153846153846154,0.846153846153846,"['一定', '']"
198,一定是測體溫戴口罩,電視這底溫代口道,0.222222222222222,0.777777777777778,"['溫', '口', '']"
199,工作人員是十四位在家隔離,工作人別是是四櫃在價格離,0.583333333333333,0.416666666666667,"['工作人', '是', '四', '在', '離', '']"
200,所以榮民是六位在家隔離,雖革敏是對會在價格領,0.181818181818182,0.818181818181818,"['是', '在', '']"
201,照服員啦廚師都一樣,產物也聊只是都樣,0.222222222222222,0.777777777777778,"['都', '樣', '']"
202,所以我們現在的住民他有,生我們線的治美要帶有,0.363636363636364,0.727272727272727,"['我們', '的', '有', '']"
203,旅旅遊史的人,迪時的了腦,0.166666666666667,1,"['的', '']"
204,我們的榮民的部分有,的綿米的更有,0.333333333333333,0.666666666666667,"['的', '的', '有', '']"
205,那另外有在家隔離,所要第外有再價格離,0.375,0.75,"['外有', '離', '']"
206,那如果你有,陸局股女友,0,1,['']
207,或本來就比較虛弱的,這得得習助,0,1,['']
208,我我我們榮總本身,廣東能總長的罪,0.125,1,"['總', '']"
209,訪客跟工作人員,防客跟工作人員,0.857142857142857,0.142857142857143,"['客跟工作人員', '']"
210,包括我們委外的,被我外的,0.428571428571429,0.571428571428571,"['我', '外的', '']"
211,我們的同仁是十四,甜你是實四,0.25,0.75,"['是', '四', '']"
212,問你的旅遊史,你的的遊西,0.5,0.5,"['你的', '遊', '']"
213,我們的員工跟訪客,們軍單更放購,0.125,0.875,"['們', '']"
214,都照這樣處理,好都在價醬處理,0.5,0.666666666666667,"['都', '處理', '']"
215,我們每天都給口罩,子的給口罩,0.375,0.625,"['給口罩', '']"
216,都有設隔離室,是各一事,0,1,['']
217,六個在家隔離,六個在家格裡,0.666666666666667,0.333333333333333,"['六個在家', '']"
218,各式各樣的,各是各樣的喔,0.8,0.4,"['各', '各樣的', '']"
219,如果他沒有家人的話,王日戰嗎,0,1,['']
220,訪客要進來,常客較進來,0.6,0.4,"['客', '進來', '']"
221,現在只有五個了,在就一的,0.142857142857143,0.857142857142857,"['在', '']"
222,包括我們的同仁,幫我的討論,0.285714285714286,0.714285714285714,"['我', '的', '']"
223,好現在剩下五個,手適的市我,0,1,['']
224,也是一樣她也她要離開工作崗位超過一天兩天,所是要他也特有離開工作崗位操作一對兩天,0.55,0.45,"['是', '要', '離開工作崗位', '一', '兩天', '']"
225,回來的話一定是在在家隔離十四天以後,雖以來的話一定是在再加隔律師世界以會,0.529411764705882,0.529411764705882,"['來的話一定是在', '隔', '以', '']"
226,他請假假如長的時候我們還要讓他付他的機票,呃請假加強就時候龍的布達的基票,0.3,0.7,"['請假', '時候', '的', '票', '']"
227,不是啦十四家啦十四個榮家主任啦,十四家了套十四個仍家主任的,0.6,0.466666666666667,"['十四家', '十四個', '家主任', '']"
228,那個榮民一定是準確掌握因為她一定要請假,這個龍擬定速五者確掌委因為待表請假,0.421052631578947,0.631578947368421,"['個', '定', '確掌', '因為', '請假', '']"
229,他先到先請假我們就知道他預計到哪裡,他是保真請教六教他預計到哪裡,0.470588235294118,0.529411764705882,"['他', '請', '他預計到哪裡', '']"
230,我們如何掌握他的旅遊史以及接觸史,本如可掌握他的比由是一及接觸事,0.5,0.5,"['如', '掌握他的', '及接觸', '']"
231,我們現在的掌握是怎麼掌握掌握了些什麼,們現掌握只這麼掌握掌握的就什麼,0.611111111111111,0.388888888888889,"['們現', '掌握', '麼掌握掌握', '什麼', '']"
232,因為我們看到這個個案其實很驚人,沒有看到這格來自成經人喔,0.266666666666667,0.8,"['看到這', '人', '']"
233,榮民的話她要離開一定要請假,人民的外他調離開定請假,0.538461538461538,0.461538461538462,"['民的', '離開', '定', '請假', '']"
234,謝謝委員我是養護處處長,貼為我一就養戶重處長,0.363636363636364,0.727272727272727,"['我', '養', '處長', '']"
235,跟十四家榮總,跟四四家總種上是,0.666666666666667,0.833333333333333,"['跟', '四家', '總', '']"
236,所以說這些委外人員從大陸回,協助這些委外元主大度回劃,0.461538461538462,0.615384615384615,"['這些委外', '大', '回', '']"
237,分割或者是分門別類,分格不子真能給了,0.111111111111111,0.888888888888889,"['分', '']"
238,我們主委每個禮拜一,本職有買個裏待遇,0.111111111111111,0.888888888888889,"['個', '']"
239,公司也一定會查查他,就事也定會查查到,0.555555555555556,0.444444444444444,"['也', '定會查查', '']"
240,他也是要向公司請假,他也是要向公司請假,1,0,"['他也是要向公司請假', '']"
241,位十四位加五位,會十四位著五位,0.714285714285714,0.285714285714286,"['十四位', '五位', '']"
242,那現在掌握的現況如何,身心的掌握險況如何,0.5,0.5,"['掌握', '況如何', '']"
243,然後我這次要問的問題是,那我自歲的問的問題是,0.545454545454545,0.454545454545455,"['我', '問的問題是', '']"
244,那榮家也是區分,那龍得也是確跟,0.428571428571429,0.571428571428571,"['那', '也是', '']"
245,就會在我們的榮家,住戰的專家,0.25,0.75,"['的', '家', '']"
246,是有他的旅遊史,是有他的旅遊逝,0.857142857142857,0.142857142857143,"['是有他的旅遊', '']"
247,那委外的人員的話,那委外的人員的話,1,0,"['那委外的人員的話', '']"
248,所彙整出來的,所彙整出來,0.833333333333333,0.166666666666667,"['所彙整出來', '']"
249,對我們一定會掌握到,是一定會掌握到,0.666666666666667,0.333333333333333,"['一定會掌握到', '']"
250,的個單獨的隔離,的更單獨的個,0.571428571428571,0.428571428571429,"['的', '單獨的', '']"
251,而且付他的機票,而簡負雜的機票,0.571428571428571,0.428571428571429,"['而', '的機票', '']"
252,到哪裡我們都知道,到來裡我們的指導,0.5,0.5,"['到', '裡我們', '']"
253,有沒有任何要補充,呃有關了的補成,0.25,0.75,"['有', '補', '']"
254,那是否有把它,但是否有吧,0.5,0.5,"['是否有', '']"
255,還有接觸史,還借助事,0.2,0.8,"['還', '']"
256,提醒一下現在聯合醫院已經有集體離職的離職潮了喔,提醒小吃的別合醫院已經有集體離職的你職潮樓,0.652173913043478,0.347826086956522,"['提醒', '合醫院已經有集體離職的', '職潮', '']"
257,那有有偵測到說這些工作人員醫護人員,那永不之這道所這些工作人員醫護人員,0.647058823529412,0.352941176470588,"['那', '這些工作人員醫護人員', '']"
258,目前我們已經啟動心心理的輔導了,目前我們理經啟動新七理的輔導,0.733333333333333,0.266666666666667,"['目前我們', '經啟動', '理的輔導', '']"
259,昨天跟前昨天在確認是十三位,昨天本的且昨天的確都十三圍,0.538461538461538,0.538461538461538,"['昨天', '昨天', '確', '十三', '']"
260,所以她每個禮拜跟十四家的榮,是他每個禮拜的四假的動,0.384615384615385,0.538461538461538,"['每個禮拜', '的', '']"
261,醫療系統如果人開始離職的話,醫療系統魔人開始離值的話,0.769230769230769,0.230769230769231,"['醫療系統', '人開始離', '的話', '']"
262,今天又增加到十四位工作人員在居家隔離,經有增加的十四位工作人的聚價格力,0.444444444444444,0.555555555555556,"['增加', '十四位工作人', '']"
